"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityWeaklyConnectedComponentId",0,41,"react-router-7.11.0/config,react-router-7.11.0/manifest,react-router-7.11.0/routes,react-router-7.11.0/commands,react-router-7.11.0/detectPackageManager,react-router-7.11.0/run,react-router-7.11.0/useJavascript,react-router-7.11.0/format,react-router-7.11.0/is-react-router-repo,react-router-7.11.0/context,react-router-7.11.0/generate,react-router-7.11.0/typegen,react-router-7.11.0/params,react-router-7.11.0/route,react-router-7.11.0/babel,react-router-7.11.0/build,react-router-7.11.0/cache,react-router-7.11.0/cloudflare-dev-proxy,react-router-7.11.0/combine-urls,react-router-7.11.0/dev,react-router-7.11.0/has-dependency,react-router-7.11.0/has-rsc-plugin,react-router-7.11.0/load-dotenv,react-router-7.11.0/node-adapter,react-router-7.11.0/optimize-deps-entries,react-router-7.11.0/plugin,react-router-7.11.0/profiler,react-router-7.11.0/remove-exports,react-router-7.11.0/resolve-file-url,react-router-7.11.0/resolve-relative-route-file-path,react-router-7.11.0/route-chunks,react-router-7.11.0/ssr-externals,react-router-7.11.0/styles,react-router-7.11.0/virtual-module,react-router-7.11.0/vite-node,react-router-7.11.0/vite,react-router-7.11.0/with-props,react-router-7.11.0/validate-plugin-order,react-router-7.11.0/warn-on-client-source-maps,react-router-7.11.0/virtual-route-config,react-router-7.11.0/virtual-route-modules","config,manifest,routes,commands,detectPackageManager,run,useJavascript,format,is-react-router-repo,context,generate,typegen,params,route,babel,build,cache,cloudflare-dev-proxy,combine-urls,dev,has-dependency,has-rsc-plugin,load-dotenv,node-adapter,optimize-deps-entries,plugin,profiler,remove-exports,resolve-file-url,resolve-relative-route-file-path,route-chunks,ssr-externals,styles,virtual-module,vite-node,vite,with-props,validate-plugin-order,warn-on-client-source-maps,virtual-route-config,virtual-route-modules",""
"communityWeaklyConnectedComponentId",1,41,"react-router-7.11.0/dom-export,react-router-7.11.0/react-router,react-router-7.11.0/context,react-router-7.11.0/errors,react-router-7.11.0/href,react-router-7.11.0/dom,react-router-7.11.0/entry,react-router-7.11.0/fog-of-war,react-router-7.11.0/links,react-router-7.11.0/markup,react-router-7.11.0/routeModules,react-router-7.11.0/history,react-router-7.11.0/instrumentation,react-router-7.11.0/router,react-router-7.11.0/utils,react-router-7.11.0/server,react-router-7.11.0/browser,react-router-7.11.0/build,react-router-7.11.0/cookies,react-router-7.11.0/crypto,react-router-7.11.0/data,react-router-7.11.0/dev,react-router-7.11.0/headers,react-router-7.11.0/mode,react-router-7.11.0/routeMatching,react-router-7.11.0/routes,react-router-7.11.0/serverHandoff,react-router-7.11.0/sessions,react-router-7.11.0/single-fetch,react-router-7.11.0/warnings,react-router-7.11.0/cookieStorage,react-router-7.11.0/memoryStorage,react-router-7.11.0/future,react-router-7.11.0/register,react-router-7.11.0/route-data,react-router-7.11.0/route-module-annotations,react-router-7.11.0/route-module,react-router-7.11.0/serializes-to,react-router-7.11.0/flatten,react-router-7.11.0/turbo-stream,react-router-7.11.0/unflatten","dom-export,react-router,context,errors,href,dom,entry,fog-of-war,links,markup,routeModules,history,instrumentation,router,utils,server,browser,build,cookies,crypto,data,dev,headers,mode,routeMatching,routes,serverHandoff,sessions,single-fetch,warnings,cookieStorage,memoryStorage,future,register,route-data,route-module-annotations,route-module,serializes-to,flatten,turbo-stream,unflatten",""
"communityWeaklyConnectedComponentId",2,1,"react-router-7.11.0/tsup","tsup",""
"communityWeaklyConnectedComponentId",3,1,"react-router-7.11.0/tsup","tsup",""
"communityWeaklyConnectedComponentId",4,3,"react-router-7.11.0/defineRoutes,react-router-7.11.0/manifest,react-router-7.11.0/normalizeSlashes","defineRoutes,manifest,normalizeSlashes",""
"communityWeaklyConnectedComponentId",5,1,"react-router-7.11.0/cli","cli",""
"communityWeaklyConnectedComponentId",6,4,"react-router-7.11.0/flatRoutes,react-router-7.11.0/react-router-fs-routes,react-router-7.11.0/manifest,react-router-7.11.0/normalizeSlashes","flatRoutes,react-router-fs-routes,manifest,normalizeSlashes",""
"communityWeaklyConnectedComponentId",7,1,"react-router-7.11.0/cli","cli",""
"communityWeaklyConnectedComponentId",8,10,"react-router-7.11.0/copy-template,react-router-7.11.0/create-react-router,react-router-7.11.0/loading-indicator,react-router-7.11.0/prompt,react-router-7.11.0/prompts-confirm,react-router-7.11.0/prompts-multi-select,react-router-7.11.0/prompts-prompt-base,react-router-7.11.0/prompts-select,react-router-7.11.0/prompts-text,react-router-7.11.0/utils","copy-template,create-react-router,loading-indicator,prompt,prompts-confirm,prompts-multi-select,prompts-prompt-base,prompts-select,prompts-text,utils",""
"communityWeaklyConnectedComponentId",9,4,"react-router-7.11.0/react-router-node,react-router-7.11.0/server,react-router-7.11.0/stream,react-router-7.11.0/fileStorage","react-router-node,server,stream,fileStorage",""
"communityWeaklyConnectedComponentId",10,4,"react-router-7.11.0/binaryTypes,react-router-7.11.0/react-router-architect,react-router-7.11.0/server,react-router-7.11.0/arcTableSessionStorage","binaryTypes,react-router-architect,server,arcTableSessionStorage",""
"communityWeaklyConnectedComponentId",11,2,"react-router-7.11.0/react-router-express,react-router-7.11.0/server","react-router-express,server",""
"communityWeaklyConnectedComponentId",12,1,"react-router-7.11.0/worker","worker",""
"communityWeaklyConnectedComponentId",13,1,"react-router-7.11.0/workersKVStorage","workersKVStorage",""
