"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"react-router-7.18.0/react-router","react-router","centralityBetweenness",1238.6666666666667,""
"react-router-7.18.0/server","server","centralityBetweenness",471.1666666666667,""
"react-router-7.18.0/routeModules","routeModules","centralityBetweenness",408.1666666666667,""
"react-router-7.18.0/route-data","route-data","centralityBetweenness",372.1666666666667,""
"react-router-7.18.0/entry","entry","centralityBetweenness",343,""
"react-router-7.18.0/dom-export","dom-export","centralityBetweenness",292.3333333333333,""
"react-router-7.18.0/react-router","react-router","centralityBetweenness",225.16666666666666,""
"react-router-7.18.0/instrumentation","instrumentation","centralityBetweenness",144.66666666666666,""
"react-router-7.18.0/single-fetch","single-fetch","centralityBetweenness",138,""
"react-router-7.18.0/cookies","cookies","centralityBetweenness",115,""
"react-router-7.18.0/routes","routes","centralityBetweenness",107.33333333333333,""
"react-router-7.18.0/turbo-stream","turbo-stream","centralityBetweenness",106,""
"react-router-7.18.0/plugin","plugin","centralityBetweenness",104,""
"react-router-7.18.0/router","router","centralityBetweenness",94,""
"react-router-7.18.0/utils","utils","centralityBetweenness",92,""
"react-router-7.18.0/server","server","centralityBetweenness",83.5,""
"react-router-7.18.0/unflatten","unflatten","centralityBetweenness",82,""
"react-router-7.18.0/data","data","centralityBetweenness",80.16666666666667,""
"react-router-7.18.0/config","config","centralityBetweenness",62,""
"react-router-7.18.0/entry","entry","centralityBetweenness",56.00000000000001,""
"react-router-7.18.0/urls","urls","centralityBetweenness",47,""
"react-router-7.18.0/build","build","centralityBetweenness",40,""
"react-router-7.18.0/build","build","centralityBetweenness",39.666666666666664,""
"react-router-7.18.0/commands","commands","centralityBetweenness",39,""
"react-router-7.18.0/route-module","route-module","centralityBetweenness",37,""
"react-router-7.18.0/serverHandoff","serverHandoff","centralityBetweenness",36,""
"react-router-7.18.0/react-router","react-router","centralityBetweenness",35,""
"react-router-7.18.0/memoryStorage","memoryStorage","centralityBetweenness",34,""
"react-router-7.18.0/history","history","centralityBetweenness",30,""
"react-router-7.18.0/typegen","typegen","centralityBetweenness",24,""
"react-router-7.18.0/vite-node","vite-node","centralityBetweenness",20,""
"react-router-7.18.0/links","links","centralityBetweenness",19.333333333333332,""
"react-router-7.18.0/context","context","centralityBetweenness",18,""
"react-router-7.18.0/generate","generate","centralityBetweenness",15,""
"react-router-7.18.0/routes","routes","centralityBetweenness",15,""
"react-router-7.18.0/headers","headers","centralityBetweenness",14.833333333333332,""
"react-router-7.18.0/optimize-deps-entries","optimize-deps-entries","centralityBetweenness",11.5,""
"react-router-7.18.0/vite","vite","centralityBetweenness",11.5,""
"react-router-7.18.0/config","config","centralityBetweenness",9,""
"react-router-7.18.0/resolve-relative-route-file-path","resolve-relative-route-file-path","centralityBetweenness",7,""
"react-router-7.18.0/ssr-externals","ssr-externals","centralityBetweenness",6.5,""
"react-router-7.18.0/prompt","prompt","centralityBetweenness",5,""
"react-router-7.18.0/prompts-multi-select","prompts-multi-select","centralityBetweenness",3,""
"react-router-7.18.0/styles","styles","centralityBetweenness",2.5,""
"react-router-7.18.0/has-rsc-plugin","has-rsc-plugin","centralityBetweenness",2,""
"react-router-7.18.0/resolve-file-url","resolve-file-url","centralityBetweenness",2,""
"react-router-7.18.0/sessions","sessions","centralityBetweenness",2,""
"react-router-7.18.0/copy-template","copy-template","centralityBetweenness",1,""
"react-router-7.18.0/prompts-select","prompts-select","centralityBetweenness",1,""
"react-router-7.18.0/react-router-architect","react-router-architect","centralityBetweenness",1,""
"react-router-7.18.0/react-router-cloudflare","react-router-cloudflare","centralityBetweenness",1,""
"react-router-7.18.0/server","server","centralityBetweenness",1,""
"react-router-7.18.0/virtual-route-config","virtual-route-config","centralityBetweenness",1,""
"react-router-7.18.0/virtual-route-modules","virtual-route-modules","centralityBetweenness",1,""
"react-router-7.18.0/actions","actions","centralityBetweenness",0,""
"react-router-7.18.0/arcTableSessionStorage","arcTableSessionStorage","centralityBetweenness",0,""
"react-router-7.18.0/babel","babel","centralityBetweenness",0,""
"react-router-7.18.0/binaryTypes","binaryTypes","centralityBetweenness",0,""
"react-router-7.18.0/browser","browser","centralityBetweenness",0,""
"react-router-7.18.0/cache","cache","centralityBetweenness",0,""
"react-router-7.18.0/cli","cli","centralityBetweenness",0,""
"react-router-7.18.0/cloudflare-dev-proxy","cloudflare-dev-proxy","centralityBetweenness",0,""
"react-router-7.18.0/combine-urls","combine-urls","centralityBetweenness",0,""
"react-router-7.18.0/context","context","centralityBetweenness",0,""
"react-router-7.18.0/cookieStorage","cookieStorage","centralityBetweenness",0,""
"react-router-7.18.0/create-react-router","create-react-router","centralityBetweenness",0,""
"react-router-7.18.0/crypto","crypto","centralityBetweenness",0,""
"react-router-7.18.0/defineRoutes","defineRoutes","centralityBetweenness",0,""
"react-router-7.18.0/detectPackageManager","detectPackageManager","centralityBetweenness",0,""
"react-router-7.18.0/dev","dev","centralityBetweenness",0,""
"react-router-7.18.0/dom","dom","centralityBetweenness",0,""
"react-router-7.18.0/errors","errors","centralityBetweenness",0,""
"react-router-7.18.0/fileStorage","fileStorage","centralityBetweenness",0,""
"react-router-7.18.0/flatRoutes","flatRoutes","centralityBetweenness",0,""
"react-router-7.18.0/flatten","flatten","centralityBetweenness",0,""
"react-router-7.18.0/fog-of-war","fog-of-war","centralityBetweenness",0,""
"react-router-7.18.0/format","format","centralityBetweenness",0,""
"react-router-7.18.0/future","future","centralityBetweenness",0,""
"react-router-7.18.0/has-dependency","has-dependency","centralityBetweenness",0,""
"react-router-7.18.0/href","href","centralityBetweenness",0,""
"react-router-7.18.0/is-react-router-repo","is-react-router-repo","centralityBetweenness",0,""
"react-router-7.18.0/links","links","centralityBetweenness",0,""
"react-router-7.18.0/load-dotenv","load-dotenv","centralityBetweenness",0,""
"react-router-7.18.0/loading-indicator","loading-indicator","centralityBetweenness",0,""
"react-router-7.18.0/manifest","manifest","centralityBetweenness",0,""
"react-router-7.18.0/markup","markup","centralityBetweenness",0,""
"react-router-7.18.0/mode","mode","centralityBetweenness",0,""
"react-router-7.18.0/node-adapter","node-adapter","centralityBetweenness",0,""
"react-router-7.18.0/normalizeSlashes","normalizeSlashes","centralityBetweenness",0,""
"react-router-7.18.0/params","params","centralityBetweenness",0,""
"react-router-7.18.0/plugin","plugin","centralityBetweenness",0,""
"react-router-7.18.0/prerender","prerender","centralityBetweenness",0,""
"react-router-7.18.0/profiler","profiler","centralityBetweenness",0,""
"react-router-7.18.0/prompts-confirm","prompts-confirm","centralityBetweenness",0,""
"react-router-7.18.0/prompts-prompt-base","prompts-prompt-base","centralityBetweenness",0,""
"react-router-7.18.0/prompts-text","prompts-text","centralityBetweenness",0,""
"react-router-7.18.0/react-router-express","react-router-express","centralityBetweenness",0,""
"react-router-7.18.0/react-router-fs-routes","react-router-fs-routes","centralityBetweenness",0,""
"react-router-7.18.0/register","register","centralityBetweenness",0,""
"react-router-7.18.0/remove-exports","remove-exports","centralityBetweenness",0,""
"react-router-7.18.0/route","route","centralityBetweenness",0,""
"react-router-7.18.0/route-chunks","route-chunks","centralityBetweenness",0,""
"react-router-7.18.0/route-module-annotations","route-module-annotations","centralityBetweenness",0,""
"react-router-7.18.0/routeMatching","routeMatching","centralityBetweenness",0,""
"react-router-7.18.0/routes","routes","centralityBetweenness",0,""
"react-router-7.18.0/run","run","centralityBetweenness",0,""
"react-router-7.18.0/serializes-to","serializes-to","centralityBetweenness",0,""
"react-router-7.18.0/server","server","centralityBetweenness",0,""
"react-router-7.18.0/stream","stream","centralityBetweenness",0,""
"react-router-7.18.0/tsup","tsup","centralityBetweenness",0,""
"react-router-7.18.0/url","url","centralityBetweenness",0,""
"react-router-7.18.0/useJavascript","useJavascript","centralityBetweenness",0,""
"react-router-7.18.0/utils","utils","centralityBetweenness",0,""
"react-router-7.18.0/validate-plugin-order","validate-plugin-order","centralityBetweenness",0,""
"react-router-7.18.0/virtual-module","virtual-module","centralityBetweenness",0,""
"react-router-7.18.0/warn-on-client-source-maps","warn-on-client-source-maps","centralityBetweenness",0,""
"react-router-7.18.0/warnings","warnings","centralityBetweenness",0,""
"react-router-7.18.0/with-props","with-props","centralityBetweenness",0,""
"react-router-7.18.0/worker","worker","centralityBetweenness",0,""
"react-router-7.18.0/workersKVStorage","workersKVStorage","centralityBetweenness",0,""
