"projectName","fullQualifiedModuleName","moduleName","instability","instabilityAbstractTypes","instabilityModules","instabilityPackages","module.outgoingDependencies","module.incomingDependencies","module.outgoingDependentAbstractTypes","module.incomingDependentAbstractTypes","module.outgoingDependentModules","module.incomingDependentModules","module.outgoingDependentPackages","module.incomingDependentPackages","Source Cypher File: Metrics/Calculate_and_set_Instability_for_Typescript.cypher"
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/resolve-file-url.ts","resolve-file-url",0.7142857142857143,0,0.5,0,5,2,0,0,2,2,0,1,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-node/stream.ts","stream",0.7333333333333333,0,0.8,0,11,4,0,0,4,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/cli/commands.ts","commands",0.75,0,0.9,0,15,5,0,0,9,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/node-adapter.ts","node-adapter",0.75,0,0.6,0,6,2,0,0,3,2,0,1,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-remix-routes-option-adapter/normalizeSlashes.ts","normalizeSlashes",0.75,0,0.6666666666666666,0,3,1,0,0,2,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/server-runtime/sessions.ts","sessions",0.7692307692307693,0,0.5,0,10,3,0,0,2,2,0,1,""
"react-router-cloudflare","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-cloudflare/worker.ts","worker",0.782608695652174,0,0.6666666666666666,0,18,5,0,3,2,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/rsc/virtual-route-config.ts","virtual-route-config",0.8,0,0.5,0,4,1,0,0,1,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/typegen/generate.ts","generate",0.8275862068965517,0,0.8333333333333334,0,24,5,0,1,5,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/prompts-confirm.ts","prompts-confirm",0.8333333333333334,0,0.6666666666666666,0,5,1,0,0,2,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/prompts-multi-select.ts","prompts-multi-select",0.8333333333333334,0,0.6666666666666666,0,5,1,0,0,2,1,0,1,""
"react-router-cloudflare","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-cloudflare/sessions/workersKVStorage.ts","workersKVStorage",0.8333333333333334,0,0.5,0,5,1,0,0,1,1,0,1,""
"react-router-architect","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-architect/sessions/arcTableSessionStorage.ts","arcTableSessionStorage",0.8571428571428571,0,0.6666666666666666,0,6,1,0,0,2,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/cli/useJavascript.ts","useJavascript",0.8571428571428571,0,0.8333333333333334,0,6,1,0,0,5,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/plugins/warn-on-client-source-maps.ts","warn-on-client-source-maps",0.8571428571428571,0,0.5,0,12,2,0,0,2,2,0,1,""
"react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-express/server.ts","server",0.8571428571428571,0,0.8,0,18,3,0,2,4,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/vite-node.ts","vite-node",0.8666666666666667,0,0.8,0,13,2,0,1,4,1,0,1,""
"react-router-architect","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-architect/server.ts","server",0.88,0,0.8571428571428571,0,22,3,0,2,6,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/styles.ts","styles",0.88,0,0.8333333333333334,0,22,3,0,0,5,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/prompts-text.ts","prompts-text",0.8888888888888888,0,0.6666666666666666,0,8,1,0,0,2,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/build.ts","build",0.8888888888888888,0,0.8,0,8,1,0,1,4,1,0,1,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-node/sessions/fileStorage.ts","fileStorage",0.9,0,0.8333333333333334,0,9,1,0,0,5,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/dev.ts","dev",0.9166666666666666,0,0.8,0,11,1,0,1,4,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/loading-indicator.ts","loading-indicator",0.9230769230769231,0,0.8333333333333334,0,12,1,0,0,5,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/remove-exports.ts","remove-exports",0.9375,0,0.6666666666666666,0,30,2,0,0,4,2,0,1,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-fs-routes/flatRoutes.ts","flatRoutes",0.9375,0,0.8333333333333334,0,15,1,0,0,5,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/cloudflare-dev-proxy.ts","cloudflare-dev-proxy",0.9411764705882353,0,0.8,0,16,1,0,0,4,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/copy-template.ts","copy-template",0.9428571428571428,0,0.9411764705882353,0,33,2,0,0,16,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/plugin.ts","plugin",0.94375,0,0.896551724137931,0,151,9,0,1,26,3,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/with-props.ts","with-props",0.9666666666666667,0,0.8,0,29,1,0,0,4,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/route-chunks.ts","route-chunks",0.9748427672955975,0,0.8,0,310,8,0,1,4,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/vite/rsc/plugin.ts","plugin",0.9818181818181818,0,0.9166666666666666,0,54,1,0,0,11,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/cli.ts","cli",1,0,1,0,2,0,0,0,2,0,0,0,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/index.ts","create-react-router",1,0,1,0,28,0,0,0,14,0,0,0,""
"react-router-architect","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-architect/__tests__/server-test.ts","server-test",1,0,1,0,1,0,0,0,1,0,0,0,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/cli/run.ts","run",1,0,1,0,9,0,0,0,6,0,0,0,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-fs-routes/index.ts","react-router-fs-routes",1,0,1,0,5,0,0,0,3,0,0,0,""
"react-router-serve","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-serve/cli.ts","cli",1,0,1,0,27,0,0,0,13,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/links.ts","links",1,0,1,0,9,0,0,0,2,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/tsup.config.rsc.ts","tsup",1,0,1,0,4,0,0,0,3,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/tsup.config.ts","tsup",1,0,1,0,5,0,0,0,3,0,0,0,""
