"codeUnitName","shortCodeUnitName","centralityHyperlinkInducedTopicSearchAuthority","centralityHyperlinkInducedTopicSearchHub","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_9d_Hyperlink_Induced_Topic_Search_HITS_Stream_Mutated.cypher"
"axon-common-5.0.0","axon-common-5.0.0",0.6793278978549132,0.6793278978549132,10,0,""
"axon-messaging-5.0.0","axon-messaging-5.0.0",0.5592012354184427,0.5592012354184427,7,2,""
"axon-conversion-5.0.0","axon-conversion-5.0.0",0.3221637755842266,0.3221637755842266,4,1,""
"axon-eventsourcing-5.0.0","axon-eventsourcing-5.0.0",0.265412898417553,0.265412898417553,3,4,""
"axon-modelling-5.0.0","axon-modelling-5.0.0",0.17366167456441933,0.17366167456441933,2,3,""
"axon-server-connector-5.0.0","axon-server-connector-5.0.0",0.10347874985934005,0.10347874985934005,1,4,""
"axon-test-5.0.0","axon-test-5.0.0",0.10347874985934005,0.10347874985934005,1,3,""
"axon-metrics-micrometer-5.0.0","axon-metrics-micrometer-5.0.0",0,0,0,2,""
"axon-spring-boot-autoconfigure-5.0.0","axon-spring-boot-autoconfigure-5.0.0",0,0,0,6,""
"axon-tracing-opentelemetry-5.0.0","axon-tracing-opentelemetry-5.0.0",0,0,0,2,""
"axon-update-5.0.0","axon-update-5.0.0",0,0,0,1,""
