"resolved","extension","gitFileCount","fileLabels","gitFileExamples","Source Cypher File: domains/git-history/queries/statistics/List_git_files_by_resolved_label_and_extension.cypher"
false,"ParameterResolverFactory",15,"File,Git","eventsourcing/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.ParameterResolverFactory,messaging/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.ParameterResolverFactory,test/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.ParameterResolverFactory,messaging/src/main/resources/META-INF/services/org.axonframework.messaging.annotations.ParameterResolverFactory,test/src/main/resources/META-INF/services/org.axonframework.messaging.annotations.ParameterResolverFactory,messaging/src/main/resources/META-INF/services/org.axonframework.messaging.core.annotations.ParameterResolverFactory,test/src/main/resources/META-INF/services/org.axonframework.messaging.core.annotations.ParameterResolverFactory,core/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.ParameterResolverFactory,axon-4-code-base/eventsourcing/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.ParameterResolverFactory",""
false,"HandlerEnhancerDefinition",14,"File,Git","messaging/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.HandlerEnhancerDefinition,modelling/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.HandlerEnhancerDefinition,messaging/src/main/resources/META-INF/services/org.axonframework.messaging.annotations.HandlerEnhancerDefinition,legacy-aggregate/src/main/resources/META-INF/services/org.axonframework.messaging.annotations.HandlerEnhancerDefinition,legacy-saga/src/main/resources/META-INF/services/org.axonframework.messaging.annotations.HandlerEnhancerDefinition,legacy-aggregate/src/main/resources/META-INF/services/org.axonframework.messaging.core.annotations.HandlerEnhancerDefinition,legacy-saga/src/main/resources/META-INF/services/org.axonframework.messaging.core.annotations.HandlerEnhancerDefinition,messaging/src/main/resources/META-INF/services/org.axonframework.messaging.core.annotations.HandlerEnhancerDefinition,modelling/src/main/resources/META-INF/services/org.axonframework.messaging.annotations.HandlerEnhancerDefinition",""
false,"xsd",14,"File,Git","amqp/src/main/resources/org/axonframework/contextsupport/spring/amqp/axon-amqp-3.0.xsd,spring/src/main/resources/org/axonframework/contextsupport/spring/axon-core-3.0.xsd,amqp/src/main/resources/org/axonframework/contextsupport/spring/amqp/axon-amqp-2.0.xsd,amqp/src/main/resources/org/axonframework/contextsupport/spring/amqp/axon-amqp-2.1.xsd,core/src/main/resources/org/axonframework/contextsupport/spring/axon-core-2.0.xsd,core/src/main/resources/org/axonframework/contextsupport/spring/axon-core-2.1.xsd,core/src/main/resources/org/axonframework/contextsupport/spring/axon-core-2.2.xsd,core/src/main/resources/org/axonframework/contextsupport/spring/axon-core-2.3.xsd,core/src/main/resources/org/axonframework/contextsupport/spring/axon-core-2.4.xsd",""
false,"mxml",13,"File,Git","sample/addressbook/flex-ui/swf/src/main/flex/Main.mxml,sample/addressbook/flex-ui/swf/src/main/flex/ParsleyConfiguration.mxml,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/consumer/Consumer.mxml,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/views/ContactsView.mxml,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/views/Notification.mxml,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/views/OverallView.mxml,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/views/SearchView.mxml,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/views/AddAddressPopupView.mxml,sample/addressbook/flex-ui/swf/src/main/flex/org/axonframework/examples/addressbook/views/AddContactPopup.mxml",""
false,"txt",13,"File,Git","common/src/test/resources/archunit_store/package-hierarchy-violations.txt,examples/university-java-springboot-3/src/main/resources/banner.txt,examples/university-java-springboot/src/main/resources/banner.txt,examples/university-java-springboot-3/src/test/resources/banner.txt,examples/university-java-springboot/src/test/resources/banner.txt,examples/university-java-springboot-4/src/main/resources/banner.txt,examples/university-java-springboot-4/src/test/resources/banner.txt,common/src/test/resources/archunit_store/package-cycles.txt,LICENSE.txt",""
false,"jpg",12,"File,Git","docs/af5-getting-started/modules/ROOT/images/EventModeling_WhenAllCoursesFullyBookedThenSendNotification.jpg,docs/getting-started/modules/ROOT/images/EventModeling_WhenAllCoursesFullyBookedThenSendNotification.jpg,docs/getting-started/modules/ROOT/images/EventModeling_WhenStudentSubscribedThenSendNotification.jpg,docs/af5-getting-started/modules/ROOT/images/EventModeling_WhenStudentSubscribedThenSendNotification.jpg,docs/_assets/clusters.jpg,docs/_assets/cluster.jpg,docs/_assets/multi-context.jpg,docs/_assets/replication_groups.jpg,docs/assets/cluster.jpg",""
false,"jsp",12,"File,Git","sample/addressbook/web-ui/src/main/webapp/WEB-INF/decorators/master.jsp,sample/addressbook/web-ui/src/main/webapp/WEB-INF/jsps/contacts/address.jsp,sample/addressbook/web-ui/src/main/webapp/WEB-INF/jsps/contacts/new.jsp,sample/addressbook/web-ui/src/main/webapp/WEB-INF/jsps/contacts/removeAddress.jsp,sample/addressbook/web-ui/src/main/webapp/WEB-INF/jsps/db/claimed.jsp,sample/addressbook/web-ui/src/main/webapp/WEB-INF/jsps/db/events.jsp,sample/addressbook/web-ui/src/main/webapp/WEB-INF/jsps/contacts/delete.jsp,sample/addressbook/web-ui/src/main/webapp/WEB-INF/jsps/contacts/details.jsp,sample/addressbook/web-ui/src/main/webapp/WEB-INF/jsps/contacts/edit.jsp",""
false,"yaml",11,"File,Git","docs/_playbook/playbook-dev-ui.yaml,docs/_playbook/playbook.yaml,examples/university-demo-kotlin/docker-compose.yaml,examples/university-java-springboot-3/src/test/resources/application-itest.yaml,examples/university-java-springboot/src/test/resources/application-itest.yaml,examples/university-java-springboot-4/src/test/resources/application-itest.yaml,examples/docker-compose.yaml,examples/university-demo/docker-compose.yaml,examples/university-java/src/test/resources/application-itest.yaml",""
false,"puml",10,"File,Git","docs/_reference/modules/messaging/attachments/base_classes.puml,docs/_reference/modules/messaging/attachments/command_messaging_classes.puml,docs/_reference/modules/messaging/attachments/event_messaging_classes.puml,docs/_reference/modules/messaging/attachments/generic_messaging_classes.puml,docs/_reference/modules/messaging/attachments/query_messaging_classes.puml,docs/reference/modules/messaging/attachments/base_classes.puml,docs/reference/modules/messaging/attachments/generic_messaging_classes.puml,docs/reference/modules/messaging/attachments/query_messaging_classes.puml,docs/reference/modules/messaging/attachments/command_messaging_classes.puml",""
false,"aj",8,"File,Git","spring-insight-plugin/src/main/java/org/axonframework/insight/CommandBus1xDispatchOperationCollectionAspect.aj,spring-insight-plugin/src/main/java/org/axonframework/insight/CommandBus20DispatchOperationCollectionAspect.aj,spring-insight-plugin/src/main/java/org/axonframework/insight/EventHandlerOperationCollectionAspect.aj,spring-insight-plugin/src/main/java/org/axonframework/insight/SagaOperationCollectionAspect.aj,spring-insight-plugin/src/main/java/org/axonframework/insight/CommandHandlerOperationCollectionAspect.aj,spring-insight-plugin/src/main/java/org/axonframework/insight/EventBus1xPublishOperationCollectionAspect.aj,spring-insight-plugin/src/main/java/org/axonframework/insight/EventBus20PublishOperationCollectionAspect.aj,spring-insight-plugin/src/main/java/org/axonframework/insight/SagaHandlerOperationCollectionAspect.aj",""
false,"gitkeep",8,"File,Git","examples/university-java-springboot-3/src/test/resources/.gitkeep,examples/university-java-springboot/src/test/resources/.gitkeep,examples/university-java-springboot-4/src/test/resources/.gitkeep,examples/university-java/src/test/java/org/axonframework/examples/university/.gitkeep,examples/university-java/src/test/resources/.gitkeep,examples/framework4-springboot4/src/test/java/.gitkeep,examples/framework4-springboot4/src/test/resources/.gitkeep,extensions/spring/examples/university-java-springboot/src/test/resources/.gitkeep",""
false,"sql",8,"File,Git","extensions/spring/spring/src/test/resources/tables_hsqldb.sql,extensions/spring/spring/src/test/resources/tables_mysql_innodb.sql,spring/src/test/resources/tables_hsqldb.sql,spring/src/test/resources/tables_mysql_innodb.sql,axon-4-code-base/spring/src/test/resources/tables_hsqldb.sql,axon-4-code-base/spring/src/test/resources/tables_mysql_innodb.sql,core/src/test/resources/tables_hsqldb.sql,core/src/test/resources/tables_mysql_innodb.sql",""
false,"ConfigurationEnhancer",7,"File,Git","extensions/metrics/metrics-dropwizard/src/main/resources/META-INF/org.axonframework.common.configuration.ConfigurationEnhancer,extensions/metrics/metrics-micrometer/src/main/resources/META-INF/org.axonframework.common.configuration.ConfigurationEnhancer,axon-server-connector/src/main/resources/META-INF/services/org.axonframework.configuration.ConfigurationEnhancer,eventsourcing/src/main/resources/META-INF/services/org.axonframework.configuration.ConfigurationEnhancer,messaging/src/main/resources/META-INF/services/org.axonframework.configuration.ConfigurationEnhancer,messaging/src/test/resources/META-INF/services/org.axonframework.configuration.ConfigurationEnhancer,modelling/src/main/resources/META-INF/services/org.axonframework.configuration.ConfigurationEnhancer",""
false,"css",7,"File,Git","documentation/src/main/resources/css/stylesheet.css,documentation/src/main/markdown/reference_guide/css/stylesheet.css,documentation/src/main/resources/css/highlight.css,sample/addressbook/web-ui/src/main/webapp/style/main.css,sample/addressbook/web-ui/src/main/webapp/style/redmond/jquery-ui-1.8.4.custom.css,reference-guide/src/main/resources/css/highlight.css,reference-guide/src/main/resources/css/stylesheet.css",""
false,"ChildEntityDefinition",6,"File,Git","stash/legacy-aggregate/src/main/resources/META-INF/services/org.axonframework.modelling.command.inspection.ChildEntityDefinition,modelling/src/main/resources/META-INF/services/org.axonframework.modelling.command.inspection.ChildEntityDefinition,legacy-aggregate/src/main/resources/META-INF/services/org.axonframework.modelling.command.inspection.ChildEntityDefinition,core/src/main/resources/META-INF/services/org.axonframework.commandhandling.model.inspection.ChildEntityDefinition,axon-4-code-base/modelling/src/main/resources/META-INF/services/org.axonframework.modelling.command.inspection.ChildEntityDefinition,modelling/src/main/resources/META-INF/services/org.axonframework.commandhandling.model.inspection.ChildEntityDefinition",""
false,"HandlerDefinition",6,"File,Git","messaging/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.HandlerDefinition,messaging/src/main/resources/META-INF/services/org.axonframework.messaging.annotations.HandlerDefinition,messaging/src/main/resources/META-INF/services/org.axonframework.messaging.core.annotations.HandlerDefinition,core/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.HandlerDefinition,axon-4-code-base/messaging/src/main/resources/META-INF/services/org.axonframework.messaging.annotation.HandlerDefinition,core/src/main/resources/META-INF/services/org.axonframework.common.annotation.HandlerDefinition",""
false,"IdentifierFactory",6,"File,Git","integrationtests/src/test/resources/META-INF/services/org.axonframework.common.IdentifierFactory,core/src/test/resources/META-INF/services/org.axonframework.common.IdentifierFactory,core/src/test/resources/META-INF/services/org.axonframework.domain.IdentifierFactory,integrationtests/src/test/resources/META-INF/services/org.axonframework.domain.IdentifierFactory,disruptor-commandbus/src/test/resources/META-INF/services/org.axonframework.domain.IdentifierFactory,incubator/disruptor-commandbus/src/test/resources/META-INF/services/org.axonframework.domain.IdentifierFactory",""
false,"ftl",5,"File,Git","spring-insight-plugin/src/main/resources/org/axonframework/insight/event_handler_operation.ftl,spring-insight-plugin/src/main/resources/org/axonframework/insight/saga_operation.ftl,spring-insight-plugin/src/main/resources/org/axonframework/insight/command_bus_dispatch.ftl,spring-insight-plugin/src/main/resources/org/axonframework/insight/command_handler_operation.ftl,spring-insight-plugin/src/main/resources/org/axonframework/insight/event_bus_publish.ftl",""
false,"gitignore",5,"File,Git",".gitignore,.idea/.gitignore,examples/university-demo/.gitignore,docs/_playbook/.gitignore,examples/university-demo/.idea/.gitignore",""
false,"ContentTypeConverter",4,"File,Git","messaging/src/main/resources/META-INF/services/org.axonframework.serialization.ContentTypeConverter,core/src/main/resources/META-INF/services/org.axonframework.serialization.ContentTypeConverter,axon-4-code-base/messaging/src/main/resources/META-INF/services/org.axonframework.serialization.ContentTypeConverter,core/src/main/resources/META-INF/services/org.axonframework.serializer.ContentTypeConverter",""
false,"README",4,"File,Git","documentation/src/main/docbook/styles/highlighting/README,third-party/README,reference-guide/src/main/docbook/styles/highlighting/README,reference-guide/src/main/xslt/highlighting/README",""
false,"gv",4,"File,Git","docs/_reference/modules/ROOT/attachments/axonframework_overview.gv,docs/_reference/modules/messaging/attachments/axonframework_overview.gv,docs/reference/modules/ROOT/attachments/axonframework_overview.gv,docs/reference/modules/messaging/attachments/axonframework_overview.gv",""
false,"ConfigurerModule",3,"File,Git","axon-server-connector/src/main/resources/META-INF/services/org.axonframework.config.ConfigurerModule,config/src/main/resources/META-INF/services/org.axonframework.config.ConfigurerModule,axon-4-code-base/axon-server-connector/src/main/resources/META-INF/services/org.axonframework.config.ConfigurerModule",""
false,"handlers",3,"File,Git","amqp/src/main/resources/META-INF/spring.handlers,spring/src/main/resources/META-INF/spring.handlers,core/src/main/resources/META-INF/spring.handlers",""
false,"html",3,"File,Git","documentation/src/main/resources/footer.html,documentation/src/main/resources/header.html,sample/addressbook/web-ui/src/main/webapp/index.html",""
false,"jar",3,"File,Git",".mvn/wrapper/maven-wrapper.jar,integrationtests/src/test/binary/ojdbc7.jar,core/src/test/binary/ojdbc7.jar",""
false,"js",3,"File,Git","docs/_playbook/watch.js,sample/addressbook/web-ui/src/main/webapp/js/jquery-1.4.2.min.js,sample/addressbook/web-ui/src/main/webapp/js/jquery-ui-1.8.4.custom.min.js",""
false,"json",3,"File,Git","docs/_playbook/package-lock.json,.claude/.mcp.json,docs/_playbook/package.json",""
false,"releaseBackup",3,"File,Git","incubator/cassandra/pom.xml.releaseBackup,incubator/redis/pom.xml.releaseBackup,documentation/pom.xml.releaseBackup",""
false,"schemas",3,"File,Git","amqp/src/main/resources/META-INF/spring.schemas,spring/src/main/resources/META-INF/spring.schemas,core/src/main/resources/META-INF/spring.schemas",""
false,"config",2,"File,Git","docs/_source_code_links/config,docs/af-fundamentals-tutorial/modules/ROOT/config/config",""
false,"dtd",2,"File,Git","documentation/src/main/docbook/styles/docbook/common/l10n.dtd,documentation/src/main/docbook/styles/docbook/common/targetdatabase.dtd",""
false,"java-version",2,"File,Git",".java-version,examples/university-demo/.java-version",""
false,"jpeg",2,"File,Git","docs/_assets/materialized-state.jpeg,docs/assets/materialized-state.jpeg",""
false,"mermaid",2,"File,Git","docs/_reference/modules/messaging/attachments/base_classes.mermaid,docs/reference/modules/messaging/attachments/base_classes.mermaid",""
false,"object",2,"File,Git","legacy/src/test/resources/serialized.object,axon-4-code-base/legacy/src/test/resources/serialized.object",""
false,"source_code",2,"File,Git","docs/dead-letter-queue-guide/modules/ROOT/examples/source_code,docs/af-fundamentals-tutorial/modules/dlq/examples/source_code",""
false,"xpr",2,"File,Git","documentation/src/main/utils/docbook.xpr,reference-guide/src/main/utils/docbook.xpr",""
false,"CODEOWNERS",1,"File,Git",".github/CODEOWNERS",""
false,"EntityChildModelDefinition",1,"File,Git","modelling/src/main/resources/META-INF/services/org.axonframework.modelling.entity.annotations.EntityChildModelDefinition",""
false,"MonitorRegistry",1,"File,Git","monitoring-jmx/src/main/resources/META-INF/services/org.axonframework.monitoring.MonitorRegistry",""
false,"asciidoctorconfig",1,"File,Git","docs/.asciidoctorconfig",""
false,"autoconfigure",1,"File,Git","docs/af-fundamentals-tutorial/modules/ROOT/autoconfigure/autoconfigure",""
false,"axon-server-connector",1,"File,Git","docs/_source_code_links/axon-server-connector",""
false,"axoniq-library-ui",1,"File,Git","docs/_playbook/localLinks/axoniq-library-ui",""
false,"cmd",1,"File,Git","mvnw.cmd",""
false,"db",1,"File,Git","database.trace.db",""
false,"editorconfig",1,"File,Git",".editorconfig",""
false,"ent",1,"File,Git","documentation/src/main/docbook/styles/docbook/common/entities.ent",""
false,"events",1,"File,Git","core/src/test/resources/snapshots/events/fab0c2ec-a759-40f1-9078-9defb16e8553.events",""
false,"eventsourcing",1,"File,Git","docs/_source_code_links/eventsourcing",""
false,"excalidraw",1,"File,Git","docs/reference-guide/modules/ROOT/partials/framework-modules.excalidraw",""
false,"factorypath",1,"File,Git","axon-server-connector/.factorypath",""
false,"git",1,"Repository,File,Git","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/AxonFramework-5.1.0/source/AxonFramework-5.1.0/.git",""
false,"gitattributes",1,"File,Git",".gitattributes",""
false,"iml",1,"File,Git","sample/addressbook/flex-ui/war/war.iml",""
false,"ini",1,"File,Git","docs/_playbook/.vale.ini",""
false,"ksLoc",1,"File,Git","spring-boot-autoconfigure/src/test/resources/ksLoc",""
false,"ksLocP",1,"File,Git","spring-boot-autoconfigure/src/test/resources/ksLocP",""
false,"messaging",1,"File,Git","docs/_source_code_links/messaging",""
false,"modelling",1,"File,Git","docs/_source_code_links/modelling",""
false,"mvnw",1,"File,Git","mvnw",""
false,"orig",1,"File,Git","core/src/main/java/org/axonframework/common/annotation/MethodMessageHandlerInspector.java.orig",""
false,"pdf2index",1,"File,Git","documentation/src/main/docbook/styles/docbook/fo/pdf2index",""
false,"rules",1,"File,Git","common/src/test/resources/archunit_store/stored.rules",""
false,"snapshots",1,"File,Git","core/src/test/resources/snapshots/events/fab0c2ec-a759-40f1-9078-9defb16e8553.snapshots",""
false,"spring",1,"File,Git","docs/_source_code_links/spring",""
false,"spring-boot-autoconfigure",1,"File,Git","docs/_source_code_links/spring-boot-autoconfigure",""
false,"tsLoc",1,"File,Git","spring-boot-autoconfigure/src/test/resources/tsLoc",""
false,"tsLocP",1,"File,Git","spring-boot-autoconfigure/src/test/resources/tsLocP",""
true,"java",527,"Type,File,Java,Class,ByteCode,InternalJavaType,ConnectedInternalJavaType","eventsourcing/src/main/java/org/axonframework/eventsourcing/eventstore/DefaultEventStoreTransaction.java,messaging/src/main/java/org/axonframework/messaging/core/AbstractMessage.java,messaging/src/main/java/org/axonframework/messaging/core/FluxUtils.java,messaging/src/main/java/org/axonframework/messaging/core/MessageStreamUtils.java,messaging/src/main/java/org/axonframework/messaging/core/unitofwork/UnitOfWork.java,messaging/src/main/java/org/axonframework/messaging/queryhandling/SimpleQueryBus.java,test/src/main/java/org/axonframework/test/fixture/AxonTestFixture.java,update/src/main/java/org/axonframework/update/LoggingUpdateCheckerReporter.java,update/src/main/java/org/axonframework/update/UpdateChecker.java",""
true,"java",165,"Type,File,Java,ByteCode,Interface,InternalJavaType,ConnectedInternalJavaType","common/src/main/java/org/axonframework/common/configuration/ExtendedConfiguration.java,common/src/main/java/org/axonframework/common/configuration/ExtensibleConfigurer.java,conversion/src/main/java/org/axonframework/conversion/GeneralConverter.java,eventsourcing/src/main/java/org/axonframework/eventsourcing/eventstore/EventCoordinator.java,eventsourcing/src/main/java/org/axonframework/eventsourcing/eventstore/EventStorageEngine.java,eventsourcing/src/main/java/org/axonframework/eventsourcing/eventstore/EventStore.java,messaging/src/main/java/org/axonframework/messaging/core/annotation/HandlerAttributes.java,messaging/src/main/java/org/axonframework/messaging/eventhandling/EventBus.java,messaging/src/main/java/org/axonframework/messaging/eventhandling/EventHandlingComponent.java",""
true,"java",135,"Type,File,Java,ByteCode,Interface","common/src/main/java/org/axonframework/common/annotation/package-info.java,common/src/main/java/org/axonframework/common/caching/package-info.java,common/src/main/java/org/axonframework/common/configuration/package-info.java,common/src/main/java/org/axonframework/common/digest/package-info.java,common/src/main/java/org/axonframework/common/function/package-info.java,common/src/main/java/org/axonframework/common/infra/package-info.java,common/src/main/java/org/axonframework/common/io/package-info.java,common/src/main/java/org/axonframework/common/jdbc/package-info.java,common/src/main/java/org/axonframework/common/jpa/package-info.java",""
true,"java",133,"Type,File,Java,Class,GenericDeclaration,ByteCode,InternalJavaType,ConnectedInternalJavaType","eventsourcing/src/main/java/org/axonframework/eventsourcing/eventstore/ContinuousMessageStream.java,messaging/src/main/java/org/axonframework/messaging/core/CloseCallbackMessageStream.java,messaging/src/main/java/org/axonframework/messaging/core/CompletionCallbackMessageStream.java,messaging/src/main/java/org/axonframework/messaging/core/ConcatenatingMessageStream.java,messaging/src/main/java/org/axonframework/messaging/core/DelayedMessageStream.java,messaging/src/main/java/org/axonframework/messaging/core/EmptyMessageStream.java,messaging/src/main/java/org/axonframework/messaging/core/FailedMessageStream.java,messaging/src/main/java/org/axonframework/messaging/core/FilteringMessageStream.java,messaging/src/main/java/org/axonframework/messaging/core/FluxMessageStream.java",""
