"artifactName","dependentArtifactName","fullPackageName","fullDependentPackageName","dependentTypes","dependentPackageTypes","typeUsagePercentage","dependentTypeNameExamples","Source Cypher File: domains/internal-dependencies/queries/internal-dependencies/How_many_classes_compared_to_all_existing_in_the_same_package_are_used_by_dependent_packages_across_different_artifacts.cypher"
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.monitoring","org.axonframework.common",1,34,0.0294,"org.axonframework.common.Assert",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.interception.annotation","org.axonframework.common",1,34,0.0294,"org.axonframework.common.AxonConfigurationException",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.unitofwork.annotation","org.axonframework.common",1,34,0.0294,"org.axonframework.common.Priority",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.configuration.reflection","org.axonframework.common",1,34,0.0294,"org.axonframework.common.Priority",""
"axon-test-5.1.2","axon-common-5.1.2","org.axonframework.test.extension","org.axonframework.common",1,34,0.0294,"org.axonframework.common.ReflectionUtils",""
"axon-eventsourcing-5.1.2","axon-common-5.1.2","org.axonframework.eventsourcing.annotation","org.axonframework.common",1,34,0.0294,"org.axonframework.common.ReflectionUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.eventhandling.tracing","org.axonframework.common",1,34,0.0294,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.commandhandling.tracing","org.axonframework.common",1,34,0.0294,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.sequencing","org.axonframework.common",1,34,0.0294,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.queryhandling.tracing","org.axonframework.common",1,34,0.0294,"org.axonframework.common.BuilderUtils",""
"axon-conversion-5.1.2","axon-common-5.1.2","org.axonframework.conversion.avro","org.axonframework.common",1,34,0.0294,"org.axonframework.common.BuilderUtils",""
"axon-tracing-opentelemetry-5.1.2","axon-common-5.1.2","org.axonframework.extension.tracing.opentelemetry","org.axonframework.common",1,34,0.0294,"org.axonframework.common.BuilderUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.queryhandling.configuration","org.axonframework.common",1,34,0.0294,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.commandhandling.configuration","org.axonframework.common",1,34,0.0294,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.commandhandling.retry","org.axonframework.common",1,34,0.0294,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.eventhandling.gateway","org.axonframework.common",1,34,0.0294,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.commandhandling.interception","org.axonframework.common",1,34,0.0294,"org.axonframework.common.FutureUtils",""
"axon-modelling-5.1.2","axon-common-5.1.2","org.axonframework.modelling.repository","org.axonframework.common",1,34,0.0294,"org.axonframework.common.FutureUtils",""
"axon-server-connector-5.1.2","axon-common-5.1.2","io.axoniq.framework.axonserver.connector.configuration","org.axonframework.common",1,34,0.0294,"org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.monitoring.configuration","org.axonframework.common",1,34,0.0294,"org.axonframework.common.TypeReference",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.handler","org.axonframework.messaging.core",3,87,0.0345,"org.axonframework.messaging.core.MessageStream$Entry,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.MessageStream",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling","org.axonframework.messaging.core",3,87,0.0345,"org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.Message",""
"axon-server-connector-5.1.2","axon-messaging-5.1.2","io.axoniq.framework.axonserver.connector.command","org.axonframework.messaging.core",3,87,0.0345,"org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.GenericMessage,org.axonframework.messaging.core.MessageType",""
"axon-metrics-micrometer-5.1.2","axon-messaging-5.1.2","org.axonframework.extension.metrics.micrometer","org.axonframework.messaging.core",3,87,0.0345,"org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.Message,org.axonframework.messaging.core.Metadata",""
"axon-server-connector-5.1.2","axon-messaging-5.1.2","io.axoniq.framework.axonserver.connector.api.query","org.axonframework.messaging.core",3,87,0.0345,"org.axonframework.messaging.core.RemoteExceptionDescription,org.axonframework.messaging.core.RemoteHandlingException,org.axonframework.messaging.core.RemoteNonTransientHandlingException",""
"axon-server-connector-5.1.2","axon-messaging-5.1.2","io.axoniq.framework.axonserver.connector.api.command","org.axonframework.messaging.core",3,87,0.0345,"org.axonframework.messaging.core.RemoteExceptionDescription,org.axonframework.messaging.core.RemoteHandlingException,org.axonframework.messaging.core.RemoteNonTransientHandlingException",""
"axon-test-5.1.2","axon-messaging-5.1.2","org.axonframework.test","org.axonframework.messaging.core.annotation",2,53,0.0377,"org.axonframework.messaging.core.annotation.ParameterResolver,org.axonframework.messaging.core.annotation.ParameterResolverFactory",""
"axon-test-5.1.2","axon-eventsourcing-5.1.2","org.axonframework.test.fixture","org.axonframework.eventsourcing.eventstore",2,52,0.0385,"org.axonframework.eventsourcing.eventstore.EventStoreTransaction,org.axonframework.eventsourcing.eventstore.EventStore",""
"axon-server-connector-5.1.2","axon-eventsourcing-5.1.2","io.axoniq.framework.axonserver.connector.snapshot","org.axonframework.eventsourcing.eventstore",2,52,0.0385,"org.axonframework.eventsourcing.eventstore.AggregateSequenceNumberPosition,org.axonframework.eventsourcing.eventstore.GlobalIndexPosition",""
"axon-metrics-micrometer-5.1.2","axon-common-5.1.2","org.axonframework.extension.metrics.micrometer.springboot","org.axonframework.common.configuration",2,51,0.0392,"org.axonframework.common.configuration.ConfigurationEnhancer,org.axonframework.common.configuration.ComponentRegistry",""
"axon-metrics-micrometer-5.1.2","axon-messaging-5.1.2","org.axonframework.extension.metrics.micrometer","org.axonframework.messaging.queryhandling",1,25,0.04,"org.axonframework.messaging.queryhandling.QueryBus",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.core.interception",1,22,0.0455,"org.axonframework.messaging.core.interception.DispatchInterceptorRegistry",""
"axon-test-5.1.2","axon-messaging-5.1.2","org.axonframework.test.util","org.axonframework.messaging.core",4,87,0.046,"org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.Message,org.axonframework.messaging.core.Metadata",""
"axon-eventsourcing-5.1.2","axon-modelling-5.1.2","org.axonframework.eventsourcing.annotation","org.axonframework.modelling.entity.annotation",1,19,0.0526,"org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolverDefinition",""
"axon-eventsourcing-5.1.2","axon-modelling-5.1.2","org.axonframework.eventsourcing.configuration","org.axonframework.modelling.entity.annotation",1,19,0.0526,"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",""
"axon-test-5.1.2","axon-messaging-5.1.2","org.axonframework.test.matchers","org.axonframework.messaging.commandhandling",1,19,0.0526,"org.axonframework.messaging.commandhandling.CommandMessage",""
"axon-metrics-micrometer-5.1.2","axon-messaging-5.1.2","org.axonframework.extension.metrics.micrometer","org.axonframework.messaging.commandhandling",1,19,0.0526,"org.axonframework.messaging.commandhandling.CommandBus",""
"axon-server-connector-5.1.2","axon-messaging-5.1.2","io.axoniq.framework.axonserver.connector.api.command","org.axonframework.messaging.commandhandling",1,19,0.0526,"org.axonframework.messaging.commandhandling.CommandDispatchException",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.annotation","org.axonframework.messaging.eventhandling.annotation",1,19,0.0526,"org.axonframework.messaging.eventhandling.annotation.EventHandler",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity.annotation","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.eventstore.inmemory","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity.child","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.snapshot.api","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.annotation","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-test-5.1.2","axon-messaging-5.1.2","org.axonframework.test.matchers","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.annotation.reflection","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.EventMessage",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.eventhandling",1,18,0.0556,"org.axonframework.messaging.eventhandling.SimpleEventBus",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.annotation.reflection","org.axonframework.messaging.core.annotation",3,53,0.0566,"org.axonframework.messaging.core.annotation.ParameterResolver,org.axonframework.messaging.core.annotation.PayloadParameterResolver,org.axonframework.messaging.core.annotation.ParameterResolverFactory",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity.child","org.axonframework.messaging.core",5,87,0.0575,"org.axonframework.messaging.core.MessageStream$Empty,org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.MessageStream$Single,org.axonframework.messaging.core.MessageStream",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.annotation.reflection","org.axonframework.messaging.core",5,87,0.0575,"org.axonframework.messaging.core.MessageTypeResolver,org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.Message,org.axonframework.messaging.core.Context$ResourceKey",""
"axon-server-connector-5.1.2","axon-modelling-5.1.2","io.axoniq.framework.axonserver.connector.shared","org.axonframework.modelling",1,17,0.0588,"org.axonframework.modelling.ConcurrencyException",""
"axon-eventsourcing-5.1.2","axon-modelling-5.1.2","org.axonframework.eventsourcing.handler","org.axonframework.modelling",1,17,0.0588,"org.axonframework.modelling.EntityEvolver",""
"axon-eventsourcing-5.1.2","axon-modelling-5.1.2","org.axonframework.eventsourcing","org.axonframework.modelling",1,17,0.0588,"org.axonframework.modelling.EntityEvolver",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.eventhandling.processing","org.axonframework.common",2,34,0.0588,"org.axonframework.common.AxonException,org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token","org.axonframework.common",2,34,0.0588,"org.axonframework.common.CollectionUtils,org.axonframework.common.Assert",""
"axon-test-5.1.2","axon-common-5.1.2","org.axonframework.test","org.axonframework.common",2,34,0.0588,"org.axonframework.common.AxonNonTransientException,org.axonframework.common.Priority",""
"axon-conversion-5.1.2","axon-common-5.1.2","org.axonframework.conversion","org.axonframework.common",2,34,0.0588,"org.axonframework.common.AxonNonTransientException,org.axonframework.common.Assert",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.interception","org.axonframework.common",2,34,0.0588,"org.axonframework.common.AxonNonTransientException,org.axonframework.common.TypeReference",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.retry","org.axonframework.common",2,34,0.0588,"org.axonframework.common.AxonNonTransientException,org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","org.axonframework.common",2,34,0.0588,"org.axonframework.common.ObjectUtils,org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.unitofwork","org.axonframework.common",2,34,0.0588,"org.axonframework.common.DirectExecutor,org.axonframework.common.FutureUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.queryhandling.annotation","org.axonframework.common",2,34,0.0588,"org.axonframework.common.ReflectionUtils,org.axonframework.common.StringUtils",""
"axon-modelling-5.1.2","axon-common-5.1.2","org.axonframework.modelling.annotation","org.axonframework.common",2,34,0.0588,"org.axonframework.common.ReflectionUtils,org.axonframework.common.ConstructorUtils",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.tracing","org.axonframework.common",2,34,0.0588,"org.axonframework.common.BuilderUtils,org.axonframework.common.FutureUtils",""
"axon-metrics-micrometer-5.1.2","axon-common-5.1.2","org.axonframework.extension.metrics.micrometer","org.axonframework.common",2,34,0.0588,"org.axonframework.common.BuilderUtils,org.axonframework.common.StringUtils",""
"axon-test-5.1.2","axon-common-5.1.2","org.axonframework.test.fixture","org.axonframework.common",2,34,0.0588,"org.axonframework.common.Registration,org.axonframework.common.FutureUtils",""
"axon-server-connector-5.1.2","axon-common-5.1.2","io.axoniq.framework.axonserver.connector.event","org.axonframework.common",2,34,0.0588,"org.axonframework.common.StringUtils,org.axonframework.common.FutureUtils",""
"axon-modelling-5.1.2","axon-common-5.1.2","org.axonframework.modelling.configuration","org.axonframework.common",2,34,0.0588,"org.axonframework.common.FutureUtils,org.axonframework.common.TypeReference",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.reflection","org.axonframework.common.configuration",3,51,0.0588,"org.axonframework.common.configuration.ConfigurationEnhancer,org.axonframework.common.configuration.ComponentRegistry,org.axonframework.common.configuration.Configuration",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.eventhandling.annotation","org.axonframework.common.configuration",3,51,0.0588,"org.axonframework.common.configuration.ConfigurationEnhancer,org.axonframework.common.configuration.ComponentRegistry,org.axonframework.common.configuration.Configuration",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.commandhandling.annotation","org.axonframework.common.configuration",3,51,0.0588,"org.axonframework.common.configuration.ConfigurationEnhancer,org.axonframework.common.configuration.ComponentRegistry,org.axonframework.common.configuration.Configuration",""
"axon-metrics-micrometer-5.1.2","axon-common-5.1.2","org.axonframework.extension.metrics.micrometer","org.axonframework.common.configuration",3,51,0.0588,"org.axonframework.common.configuration.ConfigurationEnhancer,org.axonframework.common.configuration.ComponentRegistry,org.axonframework.common.configuration.Configuration",""
"axon-modelling-5.1.2","axon-common-5.1.2","org.axonframework.modelling","org.axonframework.common.configuration",3,51,0.0588,"org.axonframework.common.configuration.ConfigurationEnhancer,org.axonframework.common.configuration.ComponentRegistry,org.axonframework.common.configuration.Configuration",""
"axon-modelling-5.1.2","axon-common-5.1.2","org.axonframework.modelling.annotation","org.axonframework.common.configuration",3,51,0.0588,"org.axonframework.common.configuration.ConfigurationEnhancer,org.axonframework.common.configuration.ComponentRegistry,org.axonframework.common.configuration.Configuration",""
"axon-test-5.1.2","axon-messaging-5.1.2","org.axonframework.test.fixture","org.axonframework.messaging.eventstreaming",1,17,0.0588,"org.axonframework.messaging.eventstreaming.StreamingCondition",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.handler","org.axonframework.messaging.eventstreaming",1,17,0.0588,"org.axonframework.messaging.eventstreaming.EventCriteria",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing","org.axonframework.messaging.eventstreaming",1,17,0.0588,"org.axonframework.messaging.eventstreaming.EventCriteria",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.annotation.reflection","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.repository","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-server-connector-5.1.2","axon-messaging-5.1.2","io.axoniq.framework.axonserver.connector.query","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-test-5.1.2","axon-messaging-5.1.2","org.axonframework.test.util","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.handler","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.annotation","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity.child","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.annotation","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-test-5.1.2","axon-messaging-5.1.2","org.axonframework.test","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity.annotation","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.eventstore.inmemory","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-server-connector-5.1.2","axon-messaging-5.1.2","io.axoniq.framework.axonserver.connector.command","org.axonframework.messaging.core.unitofwork",1,16,0.0625,"org.axonframework.messaging.core.unitofwork.ProcessingContext",""
"axon-eventsourcing-5.1.2","axon-messaging-5.1.2","org.axonframework.eventsourcing.configuration","org.axonframework.messaging.eventhandling.configuration",1,15,0.0667,"org.axonframework.messaging.eventhandling.configuration.EventBusConfigurationDefaults",""
"axon-test-5.1.2","axon-messaging-5.1.2","org.axonframework.test.fixture","org.axonframework.messaging.core",6,87,0.069,"org.axonframework.messaging.core.MessageStream$Empty,org.axonframework.messaging.core.MessageTypeResolver,org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.Message,org.axonframework.messaging.core.MessageStream,org.axonframework.messaging.core.Metadata",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity.annotation","org.axonframework.messaging.core",6,87,0.069,"org.axonframework.messaging.core.MessageTypeResolver,org.axonframework.messaging.core.QualifiedName,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.core.Message,org.axonframework.messaging.core.MessageStream$Single,org.axonframework.messaging.core.MessageStream",""
"axon-eventsourcing-5.1.2","axon-modelling-5.1.2","org.axonframework.eventsourcing.eventstore","org.axonframework.modelling.entity",1,14,0.0714,"org.axonframework.modelling.entity.EntityMetamodel",""
"axon-messaging-5.1.2","axon-common-5.1.2","org.axonframework.messaging.core.unitofwork.transaction.jdbc","org.axonframework.common.jdbc",1,14,0.0714,"org.axonframework.common.jdbc.ConnectionExecutor",""
"axon-eventsourcing-5.1.2","axon-common-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.common.jdbc",1,14,0.0714,"org.axonframework.common.jdbc.PersistenceExceptionResolver",""
"axon-modelling-5.1.2","axon-messaging-5.1.2","org.axonframework.modelling.entity.annotation","org.axonframework.messaging.core.annotation",4,53,0.0755,"org.axonframework.messaging.core.annotation.MessageHandlingMember,org.axonframework.messaging.core.annotation.AnnotatedHandlerInspector,org.axonframework.messaging.core.annotation.ClasspathHandlerDefinition,org.axonframework.messaging.core.annotation.ParameterResolverFactory",""
"axoniq-spring-boot-autoconfigure-5.1.2","axon-server-connector-5.1.2","io.axoniq.framework.springboot.actuator.axonserver","io.axoniq.framework.axonserver.connector.api",1,13,0.0769,"io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager",""
"axoniq-spring-boot-autoconfigure-5.1.2","axon-server-connector-5.1.2","io.axoniq.framework.springboot","io.axoniq.framework.axonserver.connector.api",1,13,0.0769,"io.axoniq.framework.axonserver.connector.api.TagsConfiguration",""
"axoniq-spring-boot-autoconfigure-5.1.2","axon-messaging-5.1.2","io.axoniq.framework.springboot.autoconfig","org.axonframework.messaging.eventhandling.processing.streaming.pooled",2,26,0.0769,"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorModule$Customization,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorConfiguration",""
