"internalModuleName","numberOfAllInternalElements","externalModuleCount","internalElementCount","internalElementsCallingExternalRate","externalModuleExamples","internalElementExamples","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_distribution_for_Typescript.cypher"
"has-dependency",1,1,1,100,"@types/globals","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/has-dependency.ts"".hasDependency",""
"has-rsc-plugin",1,1,1,100,"node","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/has-rsc-plugin.ts"".hasReactRouterRscPlugin",""
"is-react-router-repo",1,2,1,100,"dist,@types/globals","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/config/is-react-router-repo.ts"".isReactRouterRepo",""
"load-dotenv",1,2,1,100,"node,@types/process","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/load-dotenv.ts"".loadDotenv",""
"loading-indicator",1,1,1,100,"@types/process","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/create-react-router/loading-indicator.ts"".renderLoadingIndicator",""
"optimize-deps-entries",1,2,1,100,"dist,node","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/optimize-deps-entries.ts"".getOptimizeDepsEntries",""
"prompts-confirm",3,2,1,33.333333333333336,"sisteransi,readline","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/create-react-router/prompts-confirm.ts"".ConfirmPrompt",""
"prompts-multi-select",2,2,1,50,"sisteransi,readline","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/create-react-router/prompts-multi-select.ts"".MultiSelectPrompt",""
"prompts-select",3,3,1,33.333333333333336,"sisteransi,@types/timers,readline","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/create-react-router/prompts-select.ts"".SelectPrompt",""
"prompts-text",2,2,1,50,"sisteransi,readline","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/create-react-router/prompts-text.ts"".TextPrompt",""
"react-router-fs-routes",1,3,1,100,"@types/path,node:fs,node:path","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-fs-routes"".flatRoutes",""
"remove-exports",1,4,1,100,"@babel/lib,dist,@babel/babel-parser,@types/babel__traverse","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/remove-exports.ts"".removeExports",""
"resolve-file-url",1,2,1,100,"@types/path,node","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/resolve-file-url.ts"".resolveFileUrl",""
"resolve-relative-route-file-path",1,2,1,100,"dist,node","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/resolve-relative-route-file-path.ts"".resolveRelativeRouteFilePath",""
"run",1,5,1,100,"arg,@types/process,@types/globals,arg.Result.""--no-typescript,@types/semver","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/cli/run.ts"".run",""
"useJavascript",1,3,1,100,"prettier,@babel/lib,@types/babel__core","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/cli/useJavascript.ts"".transpile",""
"validate-plugin-order",1,1,1,100,"node","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/plugins/validate-plugin-order.ts"".validatePluginOrder",""
"virtual-route-config",1,1,1,100,"dist","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/rsc/virtual-route-config.ts"".createVirtualRouteConfig",""
"warn-on-client-source-maps",1,2,1,100,"node,picocolors","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/plugins/warn-on-client-source-maps.ts"".warnOnClientSourceMaps",""
"with-props",1,3,1,100,"@babel/lib,@types/babel__traverse,@babel/babel-parser","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-dev/vite/with-props.ts"".decorateComponentExportsWithProps",""
"workersKVStorage",1,1,1,100,"@cloudflare/workers-types","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.0/source/react-router-7.13.0/packages/react-router-cloudflare/sessions/workersKVStorage.ts"".createWorkersKVSessionStorage",""
