"similarity","sourceArtifactName","sourceNodeName","sourceNodeIncomingDependencies","sourceNodeOutgoingDependencies","targetArtifactName","targetNodeName","targetNodeIncomingDependencies","targetNodeOutgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/similarity/Similarity_1d_Stream_Mutated.cypher"
1,"axon-common-5.1.0","org.axonframework.common.annotation",4318,5,"axon-common-5.1.0","org.axonframework.common.digest",0,1,""
1,"axon-common-5.1.0","org.axonframework.common.digest",0,1,"axon-common-5.1.0","org.axonframework.common.annotation",4318,5,""
1,"axon-conversion-5.1.0","org.axonframework.conversion.jackson",5,21,"axon-conversion-5.1.0","org.axonframework.conversion.jackson2",4,21,""
1,"axon-conversion-5.1.0","org.axonframework.conversion.jackson2",4,21,"axon-conversion-5.1.0","org.axonframework.conversion.jackson",5,21,""
1,"axon-update-5.1.0","org.axonframework.update.api",18,11,"axon-update-5.1.0","org.axonframework.update.configuration",15,19,""
1,"axon-update-5.1.0","org.axonframework.update.configuration",15,19,"axon-update-5.1.0","org.axonframework.update.api",18,11,""
0.8571428571428571,"axon-common-5.1.0","org.axonframework.common.caching",22,43,"axon-common-5.1.0","org.axonframework.common.lock",17,21,""
0.8571428571428571,"axon-common-5.1.0","org.axonframework.common.lock",17,21,"axon-common-5.1.0","org.axonframework.common.caching",22,43,""
0.8297872340425532,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.gateway",20,191,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.interception",6,499,""
0.8297872340425532,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.interception",6,499,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.gateway",20,191,""
0.8,"axon-common-5.1.0","org.axonframework.common.annotation",4318,5,"axon-test-5.1.0","org.axonframework.test",8,13,""
0.8,"axon-common-5.1.0","org.axonframework.common.digest",0,1,"axon-test-5.1.0","org.axonframework.test",8,13,""
0.8,"axon-test-5.1.0","org.axonframework.test",8,13,"axon-common-5.1.0","org.axonframework.common.annotation",4318,5,""
0.8,"axon-test-5.1.0","org.axonframework.test",8,13,"axon-common-5.1.0","org.axonframework.common.digest",0,1,""
0.75,"axon-common-5.1.0","org.axonframework.common.annotation",4318,5,"axon-common-5.1.0","org.axonframework.common.property",19,15,""
0.75,"axon-common-5.1.0","org.axonframework.common.caching",22,43,"axon-conversion-5.1.0","org.axonframework.conversion",682,30,""
0.75,"axon-common-5.1.0","org.axonframework.common.digest",0,1,"axon-common-5.1.0","org.axonframework.common.property",19,15,""
0.75,"axon-common-5.1.0","org.axonframework.common.property",19,15,"axon-common-5.1.0","org.axonframework.common.annotation",4318,5,""
0.75,"axon-common-5.1.0","org.axonframework.common.property",19,15,"axon-common-5.1.0","org.axonframework.common.digest",0,1,""
0.75,"axon-conversion-5.1.0","org.axonframework.conversion",682,30,"axon-common-5.1.0","org.axonframework.common.caching",22,43,""
0.7,"axon-messaging-5.1.0","org.axonframework.messaging.core.timeout",9,182,"axon-messaging-5.1.0","org.axonframework.messaging.tracing",136,68,""
0.7,"axon-messaging-5.1.0","org.axonframework.messaging.tracing",136,68,"axon-messaging-5.1.0","org.axonframework.messaging.core.timeout",9,182,""
0.6666666666666666,"axon-common-5.1.0","org.axonframework.common.caching",22,43,"axon-common-5.1.0","org.axonframework.common.digest",0,1,""
0.6666666666666666,"axon-common-5.1.0","org.axonframework.common.lifecycle",8,4,"axon-common-5.1.0","org.axonframework.common.property",19,15,""
0.6666666666666666,"axon-common-5.1.0","org.axonframework.common.lock",17,21,"axon-conversion-5.1.0","org.axonframework.conversion",682,30,""
0.6666666666666666,"axon-common-5.1.0","org.axonframework.common.property",19,15,"axon-common-5.1.0","org.axonframework.common.lifecycle",8,4,""
0.6666666666666666,"axon-conversion-5.1.0","org.axonframework.conversion",682,30,"axon-common-5.1.0","org.axonframework.common.lock",17,21,""
0.6557377049180327,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,""
0.6557377049180327,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,""
0.6428571428571429,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token",461,19,"axon-test-5.1.0","org.axonframework.test.matchers",35,47,""
0.6428571428571429,"axon-test-5.1.0","org.axonframework.test.matchers",35,47,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token",461,19,""
0.6363636363636364,"axon-common-5.1.0","org.axonframework.common.lock",17,21,"axon-test-5.1.0","org.axonframework.test.matchers",35,47,""
0.6363636363636364,"axon-test-5.1.0","org.axonframework.test.matchers",35,47,"axon-common-5.1.0","org.axonframework.common.lock",17,21,""
0.6356589147286822,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc",13,160,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa",4,99,""
0.6356589147286822,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa",4,99,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc",13,160,""
0.6288659793814433,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork",11801,109,""
0.6288659793814433,"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork",11801,109,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,""
0.6153846153846154,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.command",3,5,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,""
0.6153846153846154,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.command",3,5,""
0.6046511627906976,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.interception",6,499,"axon-test-5.1.0","org.axonframework.test.util",23,164,""
0.6046511627906976,"axon-test-5.1.0","org.axonframework.test.util",23,164,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.interception",6,499,""
0.6,"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot",11,6,"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot.actuator.axonserver",2,3,""
0.6,"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot.actuator.axonserver",2,3,"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot",11,6,""
0.6,"axon-common-5.1.0","org.axonframework.common.jdbc",17,22,"axon-common-5.1.0","org.axonframework.common.jpa",7,14,""
0.6,"axon-common-5.1.0","org.axonframework.common.jpa",7,14,"axon-common-5.1.0","org.axonframework.common.jdbc",17,22,""
0.6,"axon-test-5.1.0","org.axonframework.test",8,13,"axon-common-5.1.0","org.axonframework.common.property",19,15,""
0.5897435897435898,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.snapshot",1,12,"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.snapshot.store",6,32,""
0.5897435897435898,"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.snapshot.store",6,32,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.snapshot",1,12,""
0.5882352941176471,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,"axon-messaging-5.1.0","org.axonframework.messaging.core.retry",23,179,""
0.5882352941176471,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,"axon-messaging-5.1.0","org.axonframework.messaging.tracing",136,68,""
0.5882352941176471,"axon-messaging-5.1.0","org.axonframework.messaging.core.retry",23,179,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,""
0.5882352941176471,"axon-messaging-5.1.0","org.axonframework.messaging.tracing",136,68,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,""
0.5833333333333334,"axon-common-5.1.0","org.axonframework.common.configuration",3499,362,"axon-messaging-5.1.0","org.axonframework.messaging.core",13384,398,""
0.5833333333333334,"axon-messaging-5.1.0","org.axonframework.messaging.core",13384,398,"axon-common-5.1.0","org.axonframework.common.configuration",3499,362,""
0.5833333333333334,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token",461,19,"axon-common-5.1.0","org.axonframework.common.lock",17,21,""
0.5771812080536913,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",509,470,""
0.5771812080536913,"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",509,470,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,""
0.5733333333333334,"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation.reflection",8,198,"axon-messaging-5.1.0","org.axonframework.messaging.core.interception.annotation",21,234,""
0.5733333333333334,"axon-messaging-5.1.0","org.axonframework.messaging.core.interception.annotation",21,234,"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation.reflection",8,198,""
0.5555555555555556,"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",24,136,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,""
0.55,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.retry",0,168,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.tracing",7,156,""
0.55,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.tracing",7,156,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.retry",0,168,""
0.5493827160493827,"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",509,470,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,""
0.5493827160493827,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",509,470,""
0.5454545454545454,"axon-messaging-5.1.0","org.axonframework.messaging.core.configuration.reflection",8,36,"axon-messaging-5.1.0","org.axonframework.messaging.core.reflection",0,44,""
0.5454545454545454,"axon-messaging-5.1.0","org.axonframework.messaging.core.reflection",0,44,"axon-messaging-5.1.0","org.axonframework.messaging.core.configuration.reflection",8,36,""
0.5454545454545454,"axon-test-5.1.0","org.axonframework.test.matchers",35,47,"axon-common-5.1.0","org.axonframework.common.caching",22,43,""
0.5434782608695652,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.gateway",20,191,"axon-test-5.1.0","org.axonframework.test.util",23,164,""
0.5434782608695652,"axon-test-5.1.0","org.axonframework.test.util",23,164,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.gateway",20,191,""
0.5398230088495575,"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork",11801,109,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,""
0.5398230088495575,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork",11801,109,""
0.5384615384615384,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api",36,23,"axon-common-5.1.0","org.axonframework.common.lock",17,21,""
0.5384615384615384,"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",509,470,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling",443,533,""
0.5384615384615384,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling",443,533,"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",509,470,""
0.5370370370370371,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay",57,197,"axon-messaging-5.1.0","org.axonframework.messaging.eventstreaming",300,105,""
0.5370370370370371,"axon-messaging-5.1.0","org.axonframework.messaging.eventstreaming",300,105,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay",57,197,""
0.5294117647058824,"axon-tracing-opentelemetry-5.1.0","org.axonframework.extension.tracing.opentelemetry",5,37,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,""
0.5224719101123596,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling",443,533,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,""
0.5217391304347826,"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",24,136,"axon-messaging-5.1.0","org.axonframework.messaging.core.timeout",9,182,""
0.5217391304347826,"axon-messaging-5.1.0","org.axonframework.messaging.core.timeout",9,182,"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",24,136,""
0.5194805194805194,"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork",11801,109,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay",57,197,""
0.5194805194805194,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay",57,197,"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork",11801,109,""
0.5,"axon-common-5.1.0","org.axonframework.common.lifecycle",8,4,"axon-common-5.1.0","org.axonframework.common.annotation",4318,5,""
0.5,"axon-common-5.1.0","org.axonframework.common.lifecycle",8,4,"axon-common-5.1.0","org.axonframework.common.digest",0,1,""
0.5,"axon-common-5.1.0","org.axonframework.common.tx",10,6,"axon-update-5.1.0","org.axonframework.update.common",1,1,""
0.5,"axon-conversion-5.1.0","org.axonframework.conversion",682,30,"axon-common-5.1.0","org.axonframework.common.digest",0,1,""
0.5,"axon-messaging-5.1.0","org.axonframework.messaging.core.interception",39,1160,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,""
0.5,"axon-messaging-5.1.0","org.axonframework.messaging.core.timeout",9,182,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,""
0.5,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token",461,19,"axon-common-5.1.0","org.axonframework.common.caching",22,43,""
0.5,"axon-update-5.1.0","org.axonframework.update.common",1,1,"axon-common-5.1.0","org.axonframework.common.tx",10,6,""
0.48175182481751827,"axon-modelling-5.1.0","org.axonframework.modelling.entity",115,800,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",1148,297,""
0.480225988700565,"axon-messaging-5.1.0","org.axonframework.messaging.core.interception",39,1160,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,""
0.4782608695652174,"axon-messaging-5.1.0","org.axonframework.messaging.core.retry",23,179,"axon-messaging-5.1.0","org.axonframework.messaging.tracing",136,68,""
0.4782608695652174,"axon-messaging-5.1.0","org.axonframework.messaging.tracing",136,68,"axon-messaging-5.1.0","org.axonframework.messaging.core.retry",23,179,""
0.47368421052631576,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.gateway",9,126,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.interception",4,218,""
0.47368421052631576,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.interception",4,218,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.gateway",9,126,""
0.4727272727272727,"axon-conversion-5.1.0","org.axonframework.conversion.avro",19,49,"axon-conversion-5.1.0","org.axonframework.conversion.jackson",5,21,""
0.4727272727272727,"axon-conversion-5.1.0","org.axonframework.conversion.avro",19,49,"axon-conversion-5.1.0","org.axonframework.conversion.jackson2",4,21,""
0.4727272727272727,"axon-conversion-5.1.0","org.axonframework.conversion.jackson",5,21,"axon-conversion-5.1.0","org.axonframework.conversion.avro",19,49,""
0.4727272727272727,"axon-conversion-5.1.0","org.axonframework.conversion.jackson2",4,21,"axon-conversion-5.1.0","org.axonframework.conversion.avro",19,49,""
0.4714285714285714,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.gateway",9,126,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",117,234,""
0.4714285714285714,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",117,234,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.gateway",9,126,""
0.4675324675324675,"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation.reflection",8,198,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.annotation",13,437,""
0.4675324675324675,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.annotation",13,437,"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation.reflection",8,198,""
0.4666666666666667,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.configuration",11,292,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.configuration",11,292,""
0.4666666666666667,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.configuration",11,292,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.configuration",11,292,""
0.46153846153846156,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api",36,23,"axon-common-5.1.0","org.axonframework.common.caching",22,43,""
0.4603960396039604,"axon-messaging-5.1.0","org.axonframework.messaging.core.interception",39,1160,"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",509,470,""
0.46,"axon-modelling-5.1.0","org.axonframework.modelling.entity",115,800,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,""
0.4583333333333333,"axon-messaging-5.1.0","org.axonframework.messaging.core.retry",23,179,"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",24,136,""
0.4583333333333333,"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",24,136,"axon-messaging-5.1.0","org.axonframework.messaging.core.retry",23,179,""
0.45714285714285713,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.command",5,99,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.interception",6,499,""
0.45714285714285713,"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.interception",6,499,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.command",5,99,""
0.45454545454545453,"axon-messaging-5.1.0","org.axonframework.messaging.core.correlation",13,82,"axon-messaging-5.1.0","org.axonframework.messaging.tracing.attributes",0,28,""
0.45454545454545453,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.tracing",6,135,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.tracing",6,73,""
0.45454545454545453,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.tracing",6,73,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.tracing",6,135,""
0.45454545454545453,"axon-messaging-5.1.0","org.axonframework.messaging.tracing.attributes",0,28,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.query",3,5,""
0.45454545454545453,"axon-messaging-5.1.0","org.axonframework.messaging.tracing.attributes",0,28,"axon-messaging-5.1.0","org.axonframework.messaging.core.correlation",13,82,""
0.45,"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api.command",3,5,"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",24,136,""
0.45,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.gateway",3,205,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.interception",8,491,""
0.45,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.interception",8,491,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.gateway",3,205,""
0.4494949494949495,"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling",443,533,"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3263,702,""
